Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier,Fishing,FishingOnly,RequiredRod
Ice Island Frozen,Corsola,222,1,1,1,15,19,Hard Stone,0,Uncommon,0,0,
Ice Island Frozen,Dewgong,87,1,1,1,20,25,Aspear Berry,0,Common,0,0,
Ice Island Frozen,Gyarados,130,1,1,1,20,25,,0,Common,0,0,
Ice Island Frozen,Qwilfish,211,1,1,1,15,19,Poison Barb,0,Uncommon,0,0,
Ice Island Frozen,Seel,86,1,1,1,20,25,Aspear Berry,0,Common,0,0,
Ice Island Frozen,Slowking,199,1,1,1,15,19,King's Rock,0,Uncommon,0,0,
Ice Island Seaway,Buizel,418,1,1,1,25,30,Wacan Berry,0,Uncommon,1,0,Good Rod
Ice Island Seaway,Dewgong,87,1,1,1,25,30,Aspear Berry,0,Common,1,0,Old Rod
Ice Island Seaway,Kingler,99,1,1,1,25,30,,0,Common,1,0,Old Rod
Ice Island Seaway,Lapras,131,1,1,1,25,30,,0,Rare,1,0,Super Rod
Ice Island Seaway,Politoed,186,1,1,1,25,30,Damp Rock,0,Uncommon,1,0,Good Rod
Ice Island Seaway,Seel,86,1,1,1,25,30,Aspear Berry,0,Common,1,0,Old Rod
Ice Island Seaway,Shellder,90,1,1,1,25,30,,0,Uncommon,1,0,Good Rod
Ice Island Seaway,Spheal,363,1,1,1,25,30,,0,Uncommon,1,0,Good Rod
Ice Island Seaway Frozen,Buizel,418,1,1,1,25,30,Wacan Berry,0,Uncommon,1,0,Good Rod
Ice Island Seaway Frozen,Dewgong,87,1,1,1,25,30,Aspear Berry,0,Common,1,0,Old Rod
Ice Island Seaway Frozen,Kingler,99,1,1,1,25,30,,0,Common,1,0,Old Rod
Ice Island Seaway Frozen,Lapras,131,1,1,1,25,30,,0,Rare,1,0,Super Rod
Ice Island Seaway Frozen,Politoed,186,1,1,1,25,30,Damp Rock,0,Uncommon,1,0,Good Rod
Ice Island Seaway Frozen,Seel,86,1,1,1,25,30,Aspear Berry,0,Common,1,0,Old Rod
Ice Island Seaway Frozen,Shellder,90,1,1,1,25,30,,0,Uncommon,1,0,Good Rod
Ice Island Seaway Frozen,Spheal,363,1,1,1,25,30,,0,Uncommon,1,0,Good Rod
Icefall Back Cave,Gyarados,130,1,1,1,30,34,,0,Uncommon,1,0,Super Rod
Icefall Back Cave,Horsea,116,1,1,1,30,34,Dragon Scale,0,Common,1,0,Good Rod
Icefall Back Cave,Krabby,98,1,1,1,30,34,,0,Common,1,0,Old Rod
Icefall Back Cave,Lapras,131,1,1,1,41,45,,0,Rare,0,0,
Icefall Back Cave,Magikarp,129,1,1,1,30,34,,0,Common,1,1,Old Rod
Icefall Back Cave,Seadra,117,1,1,1,30,34,,0,Uncommon,1,0,Super Rod
Icefall Back Cave,Tentacool,72,1,1,1,30,34,,0,Common,1,0,Old Rod
Icefall Cave 1F,Goldeen,118,1,1,1,30,34,,0,Common,1,0,Good Rod
Icefall Cave 1F,Horsea,116,1,1,1,30,34,Dragon Scale,0,Common,1,0,Old Rod
Icefall Cave 1F,Krabby,98,1,1,1,30,34,,0,Common,1,0,Old Rod
Icefall Cave 1F,Magikarp,129,1,1,1,30,34,,0,Common,1,1,Old Rod
Icefall Cave 1F,Seadra,117,1,1,1,30,34,,0,Uncommon,1,0,Good Rod
Icefall Cave 1F,Seel,86,1,1,1,30,34,,0,Common,1,0,Old Rod
Icefall Cave 1F,Shellder,90,1,1,1,30,34,,0,Uncommon,1,1,Super Rod
Icefall Cave Entrance,Dewgong,87,1,1,1,5,20,,0,Common,1,0,Good Rod
Icefall Cave Entrance,Goldeen,118,1,1,1,5,20,,0,Common,1,0,Good Rod
Icefall Cave Entrance,Gyarados,130,1,1,1,15,30,,0,Uncommon,1,0,Super Rod
Icefall Cave Entrance,Magikarp,129,1,1,1,5,20,,0,Common,1,1,Old Rod
Icefall Cave Entrance,Marill,183,1,1,1,5,20,,0,Uncommon,1,0,Super Rod
Icefall Cave Entrance,Poliwag,60,1,1,1,5,20,King's Rock,0,Common,1,0,Good Rod
Icefall Cave Entrance,Poliwhirl,61,1,1,1,10,25,,0,Uncommon,1,0,Super Rod
Icefall Cave Entrance,Seel,86,1,1,1,5,36,,0,Common,1,0,Good Rod
Icefall Cave Entrance,Slowpoke,79,1,1,1,5,36,,0,Common,1,0,Good Rod
Icefall Cave Entrance,Wooper,194,1,1,1,5,36,,0,Common,1,0,Good Rod
Ilex Forest,Golduck,55,1,1,1,10,14,,0,Common,1,0,Old Rod
Ilex Forest,Magikarp,129,1,1,1,10,14,,0,Common,1,0,Old Rod
Ilex Forest,Poliwag,60,1,1,1,10,14,King's Rock,0,Common,1,0,Old Rod
Ilex Forest,Poliwhirl,61,1,1,1,10,14,King's Rock,0,Common,1,0,Old Rod
Ilex Forest,Psyduck,54,1,1,1,10,14,,0,Common,1,0,Old Rod
Iron Island,Finneon,456,1,1,1,32,36,Rindo Berry,0,Uncommon,1,0,Good Rod
Iron Island,Gyarados,130,1,1,1,32,36,,0,Common,1,0,Old Rod
Iron Island,Lumineon,457,1,1,1,32,36,Rindo Berry,0,Uncommon,1,0,Good Rod
Iron Island,Magikarp,129,1,1,1,32,36,,0,Common,1,0,Old Rod
Iron Island,Pelipper,279,1,1,1,32,36,,0,Common,1,0,Old Rod
Iron Island,Qwilfish,211,1,1,1,32,36,Poison Barb,0,Uncommon,1,0,Good Rod
Iron Island,Tentacool,72,1,1,1,32,36,Poison Barb,0,Common,1,0,Old Rod
Iron Island,Tentacruel,73,1,1,1,32,36,Poison Barb,0,Common,1,0,Old Rod
Iron Island,Wingull,278,1,1,1,32,36,,0,Common,1,0,Old Rod
Jura Cave,Carvanha,318,1,1,1,20,24,Deep Sea Tooth,1,Uncommon,0,0,
Jura Cave,Feebas,349,1,1,1,25,29,Prism Scale,1,Rare,0,0,
Jura Cave,Goldeen,118,1,1,1,20,24,,1,Common,0,0,
Jura Cave,Horsea,116,1,1,1,20,24,Dragon Scale,1,Common,0,0,
Jura Cave,Magikarp,129,1,1,1,20,24,,1,Common,0,0,
Jura Cave,Seadra,117,1,1,1,20,24,Dragon Scale,1,Common,0,0,
Jura Cave,Tirtouga,564,1,1,1,20,24,Cover Fossil,1,Rare,0,0,
Kalijodo Cave B2F,Horsea,116,1,1,1,30,34,Dragon Scale,0,Common,0,0,
Kalijodo Cave B2F,Magikarp,129,1,1,1,30,34,,0,Common,0,0,
Kalijodo Cave B2F,Marill,183,1,1,1,30,30,,0,Uncommon,0,0,
Kalijodo Cave B2F,Octillery,224,1,1,1,30,34,Starf Berry,0,Uncommon,0,0,
Kalijodo Cave B2F,Oshawott,501,1,1,1,22,26,,0,Rare,0,0,
Kalijodo Cave B2F,Seadra,117,1,1,1,30,34,Dragon Scale,0,Common,0,0,
Kalijodo Cave B2F,Spheal,363,1,1,1,30,34,,0,Uncommon,0,0,
Kalijodo Cave B2F,Vanillite,582,1,1,1,22,26,Never-Melt Ice,0,Rare,0,0,
Kalijodo Lake,Horsea,116,1,1,1,30,34,Dragon Scale,0,Common,0,0,
Kalijodo Lake,Magikarp,129,1,1,1,30,34,,0,Common,0,0,
Kalijodo Lake,Marill,183,1,1,1,30,32,,0,Uncommon,0,0,
Kalijodo Lake,Panpour,515,1,1,1,30,34,Rindo Berry,0,Uncommon,0,0,
Kalijodo Lake,Piplup,393,1,1,1,30,34,,0,Rare,0,0,
Kalijodo Lake,Shellder,90,1,1,1,30,34,,0,Uncommon,0,0,
Kalijodo Lake,Squirtle,7,1,1,1,30,34,,0,Rare,0,0,
Kalijodo Lake,Wingull,278,1,1,1,30,34,,0,Common,0,0,
Kindle Road,Gyarados,130,1,1,1,25,29,,0,Uncommon,1,0,Super Rod
Kindle Road,Horsea,116,1,1,1,12,16,Dragon Scale,0,Common,1,1,Good Rod
Kindle Road,Kingler,99,1,1,1,25,29,,0,Common,1,1,Super Rod
Kindle Road,Krabby,98,1,1,1,12,16,,0,Common,1,0,Old Rod
Kindle Road,Magikarp,129,1,1,1,12,16,,0,Common,1,1,Old Rod
Kindle Road,Psyduck,54,1,1,1,25,29,,0,Common,1,0,Good Rod
Kindle Road,Slowpoke,79,1,1,1,23,27,,0,Common,1,0,Good Rod
Kindle Road,Tentacool,72,1,1,1,12,16,,0,Common,0,0,
Kindle Road,Tentacruel,73,1,1,1,30,34,,0,Uncommon,0,0,
Kindle Road,Wailmer,320,1,1,1,30,34,,0,Uncommon,0,0,
Lake Acuity,Golduck,55,1,1,1,35,41,,0,Common,0,0,
Lake Acuity,Magikarp,129,1,1,1,35,41,,0,Common,1,0,Old Rod
Lake Acuity,Poliwhirl,61,1,1,1,35,41,,0,Uncommon,1,0,Super Rod
Lake Acuity,Psyduck,54,1,1,1,35,41,,0,Common,0,0,
Lake Acuity,Wingull,278,1,1,1,35,41,,0,Common,1,0,Old Rod
Lake Cave,Corsola,222,1,1,1,18,22,,0,Uncommon,0,0,
Lake Cave,Golbat,42,1,1,1,26,30,,0,Common,0,0,
Lake Cave,Horsea,116,1,1,1,26,30,Dragon Scale,0,Common,0,0,
Lake Cave,Marill,183,1,1,1,26,30,,0,Uncommon,0,0,
Lake Cave,Qwilfish,211,1,1,1,18,22,,0,Uncommon,0,0,
Lake Cave,Tirtouga,564,1,1,1,18,22,Cover Fossil,0,Rare,0,0,
Lake Cave,Wooper,194,1,1,1,26,30,,0,Common,0,0,
Lake Of Rage,Gyarados,130,1,1,1,36,40,,0,Common,1,0,Old Rod
Lake Of Rage,Magikarp,129,1,1,1,36,40,,0,Common,1,0,Old Rod
Lake Valor,Goldeen,118,1,1,1,35,39,,0,Common,1,0,Old Rod
Lake Valor,Golduck,55,1,1,1,35,39,,0,Common,0,0,
Lake Valor,Gyarados,130,1,1,1,35,39,,0,Common,1,0,Good Rod
Lake Valor,Magikarp,129,1,1,1,35,39,,0,Common,1,0,Old Rod
Lake Valor,Psyduck,54,1,1,1,35,39,,0,Common,0,0,
Lake Valor,Seaking,119,1,1,1,35,39,,0,Uncommon,1,0,Good Rod
Lake Verity,Goldeen,118,1,1,1,20,30,,0,Common,1,0,Good Rod
Lake Verity,Golduck,55,1,1,1,20,30,,0,Common,1,0,Super Rod
Lake Verity,Gyarados,130,1,1,1,20,30,,0,Uncommon,1,0,Super Rod
Lake Verity,Magikarp,129,1,1,1,20,30,,0,Common,1,0,Old Rod
Lake Verity,Psyduck,54,1,1,1,20,30,,0,Common,1,0,Old Rod
Lake Verity,Seaking,119,1,1,1,20,30,,0,Uncommon,1,0,Super Rod
Leev Town Entrance,Frillish,592,1,1,1,20,24,,1,Rare,0,0,
Leev Town Entrance,Lotad,270,1,1,1,20,24,Mental Herb,1,Common,0,0,
Leev Town Entrance,Mantyke,458,1,1,1,20,24,,1,Uncommon,0,0,
Leev Town Entrance,Psyduck,54,1,1,1,20,24,,1,Common,0,0,
Leev Town Entrance,Shellos,422,1,1,1,20,24,Rowap Berry,1,Rare,0,0,
Leev Town Entrance,Wingull,278,1,1,1,20,24,,1,Common,0,0,
Lightning Island,Chinchou,170,1,1,1,25,28,Apicot Berry,0,Common,1,0,Old Rod
Lightning Island,Corsola,222,1,1,1,15,19,Hard Stone,0,Uncommon,1,0,Good Rod
Lightning Island,Lanturn,171,1,1,1,25,28,Apicot Berry,0,Common,1,0,Old Rod
Lightning Island,Mantine,226,1,1,1,25,28,,0,Uncommon,1,0,Good Rod
Lightning Island,Marill,183,1,1,1,25,28,,0,Uncommon,1,0,Good Rod
Lightning Island,Slowpoke,79,1,1,1,25,28,Lagging Tail,0,Common,1,0,Old Rod
Lightning Island,Tynamo,602,1,1,1,15,19,,0,Rare,1,0,Super Rod
Lightning Island Frozen,Chinchou,170,1,1,1,25,28,Apicot Berry,0,Common,1,0,Old Rod
Lightning Island Frozen,Corsola,222,1,1,1,15,19,Hard Stone,0,Uncommon,1,0,Good Rod
Lightning Island Frozen,Lanturn,171,1,1,1,25,28,Apicot Berry,0,Common,1,0,Old Rod
Lightning Island Frozen,Mantine,226,1,1,1,25,28,,0,Uncommon,1,0,Good Rod
Lightning Island Frozen,Marill,183,1,1,1,25,28,,0,Uncommon,1,0,Good Rod
Lightning Island Frozen,Slowpoke,79,1,1,1,25,28,Lagging Tail,0,Common,1,0,Old Rod
Lightning Island Frozen,Tynamo,602,1,1,1,15,19,,0,Rare,1,0,Super Rod
Lightning Island Seaway,Barboach,339,1,1,1,25,30,,0,Uncommon,1,0,Good Rod
Lightning Island Seaway,Chinchou,170,1,1,1,25,30,Apicot Berry,0,Common,1,0,Old Rod
Lightning Island Seaway,Lanturn,171,1,1,1,25,30,Apicot Berry,0,Common,1,0,Old Rod
Lightning Island Seaway,Marill,183,1,1,1,25,30,,0,Uncommon,1,0,Good Rod
Lightning Island Seaway,Octillery,224,1,1,1,25,30,Starf Berry,0,Uncommon,1,0,Good Rod
Lightning Island Seaway,Quagsire,195,1,1,1,25,30,,0,Common,1,0,Old Rod
Lightning Island Seaway,Shellos,422,1,1,1,25,30,Rowap Berry,0,Rare,1,0,Super Rod
Lilycove City,Carvanha,318,1,1,1,25,35,Deep Sea Tooth,0,Uncommon,0,0,
Lilycove City,Pelipper,279,1,1,1,25,35,,0,Common,0,0,
Lilycove City,Shellder,90,1,1,1,25,35,,0,Uncommon,0,0,
Lilycove City,Staryu,120,1,1,1,36,42,,0,Rare,0,0,
Lilycove City,Tentacool,72,1,1,1,25,35,,0,Common,0,0,
Lilycove City,Tentacruel,73,1,1,1,25,35,,0,Common,0,0,
Lilycove City,Wailmer,320,1,1,1,25,35,,0,Uncommon,0,0,
Lilycove City,Wingull,278,1,1,1,25,35,,0,Common,0,0,
Lost Cave,Gyarados,130,1,1,1,20,26,,0,Uncommon,1,0,Old Rod
Lost Cave,Magikarp,129,1,1,1,15,21,,0,Common,1,0,Old Rod
Lost Cave,Tentacool,72,1,1,1,15,21,,0,Common,1,0,Old Rod
Lost Cave,Tentacruel,73,1,1,1,15,21,,0,Uncommon,1,0,Good Rod
Lost Seacoast,Magikarp,129,1,1,1,25,30,,0,Common,0,0,
Lost Seacoast,Marill,183,1,1,1,25,30,,0,Uncommon,0,0,
Lost Seacoast,Mudkip,258,1,1,1,20,23,,0,Rare,0,0,
Lost Seacoast,Slowbro,80,1,1,1,25,30,King's Rock,0,Common,0,0,
Lost Seacoast,Slowpoke,79,1,1,1,25,30,Lagging Tail,0,Common,0,0,
Lost Seacoast,Spheal,363,1,1,1,25,30,,0,Uncommon,0,0,
Lost Seacoast,Vaporeon,134,1,1,1,25,30,Water Stone,0,Rare,0,0,
Lost Seacoast,Vivillon,666,1,1,1,25,30,Silver Powder,0,Uncommon,0,0,
Love Island,Azurill,298,0,1,0,13,17,,0,Rare,1,0,Super Rod
Love Island,Carvanha,318,1,1,1,18,22,,0,Uncommon,1,0,Good Rod
Love Island,Clamperl,366,1,1,1,13,17,,0,Uncommon,1,0,Good Rod
Love Island,Dratini,147,1,0,1,13,17,,0,Rare,1,0,Super Rod
Love Island,Lapras,131,0,1,0,13,17,,0,Rare,1,0,Super Rod
Love Island,Luvdisc,370,1,1,1,13,17,,0,Uncommon,1,0,Good Rod
Love Island,Magikarp,129,1,1,1,13,17,,0,Common,1,0,Old Rod
Love Island,Marill,183,1,1,1,13,17,,0,Uncommon,1,0,Good Rod
Love Island,Psyduck,54,1,1,1,13,17,,0,Common,1,0,Old Rod
Love Island,Slowpoke,79,1,1,1,13,17,,0,Common,1,0,Old Rod
Medusas Cloud,Buizel,418,1,1,1,24,28,Wacan Berry,0,Uncommon,1,0,Good Rod
Medusas Cloud,Chinchou,170,1,1,1,24,28,Apicot Berry,0,Common,1,0,Old Rod
Medusas Cloud,Corsola,222,1,1,1,24,28,Hard Stone,0,Uncommon,1,0,Good Rod
Medusas Cloud,Feebas,349,1,1,1,24,28,Prism Scale,0,Rare,1,0,Super Rod
Medusas Cloud,Frillish,592,1,1,1,24,28,,0,Rare,1,0,Super Rod
Medusas Cloud,Psyduck,54,1,1,1,24,28,,0,Common,1,0,Old Rod
Medusas Cloud,Quagsire,195,1,1,1,24,28,,0,Common,1,0,Old Rod
Medusas Cloud,Spheal,363,1,1,1,24,28,,0,Uncommon,1,0,Good Rod
Memorial Pillar,Hoppip,187,1,1,0,10,14,,0,Common,1,0,Good Rod
Memorial Pillar,Horsea,116,1,1,1,10,14,Dragon Scale,0,Common,1,0,Good Rod
Memorial Pillar,Kingler,99,1,1,1,25,29,,0,Common,1,0,Super Rod
Memorial Pillar,Krabby,98,1,1,1,10,14,,0,Common,1,0,Old Rod
Memorial Pillar,Magikarp,129,1,1,1,10,14,,0,Common,1,1,Old Rod
Memorial Pillar,Psyduck,54,1,0,0,10,14,,0,Common,1,0,Old Rod
Memorial Pillar,Qwilfish,211,1,0,1,10,14,,0,Uncommon,1,1,Super Rod
Memorial Pillar,Remoraid,223,0,1,0,10,14,,0,Uncommon,1,1,Super Rod
Memorial Pillar,Seadra,117,1,1,1,25,29,,0,Uncommon,1,0,Super Rod
Memorial Pillar,Slowpoke,79,1,1,1,25,29,,0,Common,1,0,Good Rod
Memorial Pillar,Tentacool,72,1,1,1,10,14,,0,Common,1,0,Old Rod
Memorial Pillar,Tentacruel,73,1,1,1,31,35,,0,Common,1,0,Super Rod
Meteor Falls 1F 1R,Barboach,339,1,1,1,19,25,,0,Uncommon,1,0,Good Rod
Meteor Falls 1F 1R,Goldeen,118,1,1,1,19,25,,0,Common,1,0,Old Rod
Meteor Falls 1F 1R,Kingler,99,1,1,1,19,25,,0,Common,1,0,Old Rod
Meteor Falls 1F 1R,Krabby,98,1,1,1,19,25,,0,Common,1,0,Old Rod
Meteor Falls 1F 1R,Lunatone,337,0,0,1,19,25,Moon Stone,0,Rare,1,0,Super Rod
Meteor Falls 1F 1R,Magikarp,129,1,1,1,19,25,,0,Common,1,0,Old Rod
Meteor Falls 1F 1R,Solrock,338,1,1,0,19,25,Sun Stone,0,Rare,1,0,Super Rod
Meteor Falls 1F 2R,Barboach,339,1,1,1,14,20,,0,Uncommon,1,0,Super Rod
Meteor Falls 1F 2R,Goldeen,118,1,1,1,14,20,,0,Common,1,0,Old Rod
Meteor Falls 1F 2R,Kingler,99,1,1,1,14,20,,0,Common,0,0,
Meteor Falls 1F 2R,Krabby,98,1,1,1,14,20,,0,Common,0,0,
Meteor Falls 1F 2R,Lunatone,337,0,0,1,14,20,,0,Rare,0,0,
Meteor Falls 1F 2R,Skrelp,690,1,0,1,14,20,,0,Rare,0,0,
Meteor Falls 1F 2R,Solrock,338,0,1,0,14,20,,0,Rare,0,0,
Meteor Falls 1F 2R,Whiscash,340,1,1,1,14,20,,0,Rare,1,0,Super Rod
Meteor Falls B1F 1R,Barboach,339,1,1,1,14,20,,0,Uncommon,1,0,Super Rod
Meteor Falls B1F 1R,Goldeen,118,1,1,1,14,20,,0,Common,1,1,Old Rod
Meteor Falls B1F 1R,Kingler,99,1,1,1,14,20,,0,Common,0,0,
Meteor Falls B1F 1R,Krabby,98,1,1,1,14,20,,0,Common,0,0,
Meteor Falls B1F 1R,Lunatone,337,0,0,1,14,20,,0,Rare,0,0,
Meteor Falls B1F 1R,Magikarp,129,1,1,1,14,20,,0,Common,1,1,Old Rod
Meteor Falls B1F 1R,Solrock,338,0,1,0,14,20,,0,Rare,0,0,
Meteor Falls B1F 1R,Whiscash,340,1,1,1,14,20,,0,Rare,1,0,Super Rod
Meteor Falls B1F 1R,Zubat,41,1,1,1,14,20,,0,Common,0,0,
Meteor Falls B1F 2R,Barboach,339,1,1,1,14,20,,0,Uncommon,1,0,Super Rod
Meteor Falls B1F 2R,Goldeen,118,1,1,1,14,20,,0,Common,1,0,Old Rod
Meteor Falls B1F 2R,Kingler,99,1,1,1,14,20,,0,Common,0,0,
Meteor Falls B1F 2R,Krabby,98,1,1,1,14,20,,0,Common,0,0,
Meteor Falls B1F 2R,Lunatone,337,0,0,1,14,20,,0,Rare,0,0,
Meteor Falls B1F 2R,Magikarp,129,1,1,1,14,20,,0,Common,1,0,Old Rod
Meteor Falls B1F 2R,Solrock,338,0,1,0,14,20,,0,Rare,0,0,
Meteor Falls B1F 2R,Whiscash,340,1,1,1,14,20,,0,Rare,1,0,Super Rod
Meteor Falls B1F 2R,Zubat,41,1,1,1,14,20,,0,Common,0,0,
Mirage Island Lake,Horsea,116,1,1,1,65,70,Dragon Scale,0,Common,1,0,Old Rod
Mirage Island Lake,Kabuto,140,1,1,1,65,70,Dome Fossil,0,Rare,1,0,Super Rod
Mirage Island Lake,Kingdra,230,1,1,1,65,70,,0,Uncommon,1,0,Good Rod
Mirage Island Lake,Kingler,99,1,1,1,65,70,,0,Common,1,0,Old Rod
Mirage Island Lake,Luvdisc,370,1,1,1,65,70,Pearl,0,Uncommon,1,0,Good Rod
Mirage Island Lake,Pelipper,279,1,1,1,65,70,,0,Common,1,0,Old Rod
Mirage Island Lake,Sharpedo,319,1,1,1,47,51,Deep Sea Tooth,0,Uncommon,1,0,Good Rod
Mirage Island Lake,Tirtouga,564,1,1,1,65,70,Cover Fossil,0,Rare,1,0,Super Rod
Mossdeep City,Frillish,592,1,1,1,28,36,,0,Rare,0,0,
Mossdeep City,Magikarp,129,1,1,1,28,36,,0,Common,1,1,Old Rod
Mossdeep City,Pelipper,279,1,1,1,28,36,,0,Uncommon,0,0,
Mossdeep City,Sharpedo,319,1,1,1,28,36,,0,Rare,1,0,Super Rod
Mossdeep City,Tentacool,72,1,1,1,28,36,,0,Common,1,0,Old Rod
Mossdeep City,Tentacruel,73,1,1,1,28,36,,0,Common,0,0,
Mossdeep City,Wailmer,320,1,1,1,28,36,,0,Uncommon,1,0,Super Rod
Mountain Area Dungeon,Dewgong,87,1,1,1,19,23,,0,Common,0,0,
Mountain Area Dungeon,Frillish,592,1,1,1,19,23,,0,Rare,0,0,
Mountain Area Dungeon,Jellicent,593,1,1,1,19,23,,1,Rare,0,0,
Mountain Area Dungeon,Magikarp,129,1,1,1,19,23,,0,Common,0,0,
Mountain Area Dungeon,Mantyke,458,1,1,1,19,23,,0,Uncommon,0,0,
Mountain Area Dungeon,Panpour,515,1,1,1,19,23,,0,Uncommon,0,0,
Mountain Area Dungeon,Psyduck,54,1,1,1,19,23,,0,Common,0,0,
Mountain Area Dungeon,Seel,86,1,1,1,19,23,,0,Common,0,0,
Mt. Coronet 4F,Barboach,339,1,1,1,15,20,,0,Uncommon,1,1,Good Rod
Mt. Coronet 4F,Dratini,147,1,1,1,25,30,,0,Rare,1,1,Super Rod
Mt. Coronet 4F,Goldeen,118,1,1,1,15,20,,0,Common,1,1,Old Rod
Mt. Coronet 4F,Gyarados,130,1,1,1,15,20,,0,Uncommon,1,1,Old Rod
Mt. Coronet 4F,Magikarp,129,1,1,1,15,20,,0,Common,1,1,Old Rod
Mt. Coronet 4F,Psyduck,54,1,1,1,25,30,,0,Common,0,0,
Mt. Coronet 4F,Whiscash,340,1,1,1,20,25,,0,Rare,1,1,Super Rod
Mt. Coronet 4F,Zubat,41,1,1,1,25,30,,0,Common,0,0,
Mt. Coronet B1F,Barboach,339,1,1,1,15,20,,0,Uncommon,1,0,Good Rod
Mt. Coronet B1F,Binacle,688,1,0,1,10,15,,1,Rare,1,0,Super Rod
Mt. Coronet B1F,Feebas,349,1,1,1,10,15,Prism Scale,0,Rare,1,0,Super Rod
Mt. Coronet B1F,Gyarados,130,1,1,1,15,20,,0,Uncommon,1,0,Super Rod
Mt. Coronet B1F,Magikarp,129,1,1,1,15,20,,0,Common,1,0,Old Rod
Mt. Coronet B1F,Whiscash,340,1,1,1,20,25,,0,Rare,1,0,Super Rod
Mt. Coronet B1F,Zubat,41,1,1,1,20,35,,0,Common,0,0,
Mt. Coronet South,Barboach,339,1,1,1,10,18,,0,Common,1,1,Good Rod
Mt. Coronet South,Gyarados,130,1,1,1,20,28,,0,Common,1,1,Super Rod
Mt. Coronet South,Magikarp,129,1,1,1,3,11,,0,Common,1,1,Old Rod
Mt. Coronet South,Psyduck,54,1,1,1,20,28,,0,Common,1,1,Super Rod
Mt. Coronet South,Whiscash,340,1,1,1,20,28,,0,Rare,1,1,Super Rod
Mt. Coronet South,Zubat,41,1,1,1,20,35,,0,Common,0,0,
Mt. Crumpit,Corphish,341,1,1,1,25,31,Mystic Water,0,Rare,0,0,
Mt. Crumpit,Floatzel,419,1,1,1,25,31,Wacan Berry,0,Uncommon,0,0,
Mt. Crumpit,Luvdisc,370,1,1,1,25,31,Rindo Berry,0,Uncommon,0,0,
Mt. Crumpit,Magikarp,129,1,1,1,25,31,,0,Common,0,0,
Mt. Crumpit,Marill,183,1,1,1,25,31,Wacan Berry,0,Uncommon,0,0,
Mt. Crumpit,Oshawott,501,1,1,1,25,31,,1,Rare,0,0,
Mt. Crumpit,Psyduck,54,1,1,1,25,31,,0,Common,0,0,
Mt. Crumpit,Tentacool,72,1,1,1,25,31,Poison Barb,0,Common,0,0,
Mt. Mortar 1F,Goldeen,118,1,1,1,13,17,,0,Common,1,0,Old Rod
Mt. Mortar 1F,Magikarp,129,1,1,1,13,17,,0,Common,1,0,Old Rod
Mt. Mortar 1F,Marill,183,1,1,1,13,17,,0,Uncommon,1,0,Good Rod
Mt. Mortar 1F,Quagsire,195,1,1,1,13,17,,0,Common,1,0,Old Rod
Mt. Mortar 1F,Seaking,119,1,1,1,13,17,,0,Common,1,0,Old Rod
Mt. Mortar 1F,Wooper,194,1,1,1,13,17,,0,Common,1,0,Old Rod
Mt. Mortar B1F,Azumarill,184,1,1,1,33,37,,0,Uncommon,1,0,Good Rod
Mt. Mortar B1F,Goldeen,118,1,1,1,33,37,,0,Common,1,0,Old Rod
Mt. Mortar B1F,Magikarp,129,1,1,1,33,37,,0,Common,1,0,Old Rod
Mt. Mortar B1F,Marill,183,1,1,1,30,32,,0,Uncommon,1,0,Good Rod
Mt. Mortar B1F,Poliwag,60,1,1,1,33,37,King's Rock,0,Common,1,0,Old Rod
Mt. Mortar B1F,Psyduck,54,1,1,1,33,36,,0,Common,1,0,Old Rod
Mt. Mortar Upper Cave,Crobat,169,1,1,1,33,37,,0,Common,0,0,
Mt. Mortar Upper Cave,Goldeen,118,1,1,1,33,37,,0,Common,0,0,
Mt. Mortar Upper Cave,Magikarp,129,1,1,1,33,37,,0,Common,0,0,
Mt. Mortar Upper Cave,Marill,183,1,1,1,30,32,,0,Uncommon,0,0,
Mt. Mortar Upper Cave,Psyduck,54,1,1,1,33,37,,0,Common,0,0,
Mt. Mortar Upper Cave,Seaking,119,1,1,1,33,37,,0,Common,0,0,
Mt. Pyre Exterior,Lotad,270,1,1,1,21,26,,0,Uncommon,0,0,
Mt. Pyre Exterior,Marill,183,1,1,1,21,26,,0,Uncommon,0,0,
Mt. Pyre Exterior,Poliwag,60,1,1,1,21,26,King's Rock,0,Common,0,0,
Mt. Pyre Exterior,Poliwhirl,61,1,1,1,21,26,,0,Uncommon,0,0,
Mt. Pyre Exterior,Quagsire,195,1,1,1,21,26,,0,Uncommon,0,0,
Mt. Pyre Exterior,Wooper,194,1,1,1,21,26,,0,Common,0,0,
Mt. Pyre Summit,Lotad,270,1,1,1,21,26,,0,Uncommon,0,0,
Mt. Pyre Summit,Marill,183,1,0,0,21,26,,0,Uncommon,0,0,
Mt. Pyre Summit,Poliwag,60,1,1,1,21,26,King's Rock,0,Common,0,0,
Mt. Pyre Summit,Poliwhirl,61,1,1,1,21,26,,0,Uncommon,0,0,
Mt. Pyre Summit,Quagsire,195,1,1,1,21,26,,0,Common,0,0,
Mt. Pyre Summit,Wooper,194,1,1,1,21,26,,0,Common,0,0,
Mt. Silver 1F,Barboach,339,1,1,1,47,50,,0,Uncommon,1,0,Good Rod
Mt. Silver 1F,Golduck,55,1,1,1,47,50,,0,Common,1,0,Old Rod
