Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier
Pinkan Island Meadow,Vulpix,37,1,1,1,40,45,Rawst Berry,0,Uncommon
Pinkan Island Meadow Tunnel,Cubone,104,1,1,1,25,30,Thick Club,0,Uncommon
Pinkan Island Meadow Tunnel,Diglett,50,1,1,1,40,45,Soft Sand,0,Common
Pinkan Island Meadow Tunnel,Marowak,105,1,1,1,27,32,Thick Club,0,Uncommon
Pinkan Island Meadow Tunnel,Onix,95,1,1,1,43,45,Ganlon Berry,0,Common
Pinkan Island Meadow Tunnel,Parasect,47,1,1,1,40,45,,0,Common
Pinkan Island Meadow Tunnel,Rhyhorn,111,1,1,1,31,36,,0,Uncommon
Pinkan Island Meadow Tunnel,Trapinch,328,1,1,1,40,45,Soft Sand,0,Rare
Pinkan Island Meadow Tunnel,Vibrava,329,1,1,1,40,45,Yache Berry,0,Rare
Pinkan Island Mountains,Cubone,104,1,1,1,25,30,Thick Club,0,Uncommon
Pinkan Island Mountains,Cyndaquil,155,1,1,1,40,45,,0,Rare
Pinkan Island Mountains,Larvitar,246,1,1,1,23,27,Smooth Rock,0,Rare
Pinkan Island Mountains,Nidorina,30,1,1,1,40,45,,0,Common
Pinkan Island Mountains,Nidorino,33,1,1,1,40,45,,0,Common
Pinkan Island Mountains,Ninetales,38,1,1,1,40,45,Rawst Berry,0,Uncommon
Pinkan Island Mountains,Onix,95,1,1,1,43,45,Ganlon Berry,0,Common
Pinkan Island Mountains,Rhyhorn,111,1,1,1,31,36,,0,Uncommon
Pinkan Island Path,Azurill,298,1,1,1,40,45,,0,Rare
Pinkan Island Path,Mankey,56,1,1,1,27,32,,0,Common
Pinkan Island Path,Marill,183,1,1,1,31,36,,0,Uncommon
Pinkan Island Path,Pidgeotto,17,1,1,1,40,45,,0,Common
Pinkan Island Path,Sewaddle,540,1,1,1,40,45,,0,Rare
Pinkan Island Path,Tauros,128,1,1,1,29,34,,0,Uncommon
Pinkan Island Path,Vulpix,37,1,1,1,40,45,Rawst Berry,0,Uncommon
Pinkan Island Path,Zigzagoon,263,1,1,1,25,30,Oran Berry,0,Common
Pinkan Island Peaks,Alakazam,65,1,1,1,40,45,Twisted Spoon,0,Uncommon
Pinkan Island Peaks,Donphan,232,1,1,1,40,45,Passho Berry,0,Uncommon
Pinkan Island Peaks,Girafarig,203,1,1,1,40,45,Persim Berry,0,Common
Pinkan Island Peaks,Natu,177,1,1,1,40,45,,0,Common
Pinkan Island Peaks,Phanpy,231,1,1,1,20,27,Passho Berry,0,Uncommon
Pinkan Island Peaks,Ralts,280,1,1,1,40,45,Dawn Stone,0,Rare
Pinkan Island Peaks,Solosis,577,1,1,1,40,45,Persim Berry,0,Rare
Pinkan Island Peaks,Xatu,178,1,1,1,40,45,,0,Common
Pinkan Island Vale,Cubone,104,1,1,1,25,30,Thick Club,0,Uncommon
Pinkan Island Vale,Hawlucha,701,1,1,1,38,43,King's Rock,0,Rare
Pinkan Island Vale,Mawile,303,1,1,1,40,45,Iron Ball,0,Rare
Pinkan Island Vale,Nidoran F,29,1,1,1,40,45,,0,Common
Pinkan Island Vale,Nidoran M,32,1,1,1,40,45,,0,Common
Pinkan Island Vale,Onix,95,1,1,1,43,45,Ganlon Berry,0,Common
Pinkan Island Vale,Tauros,128,1,1,1,29,34,,0,Uncommon
Pinkan Island Vale,Vulpix,37,1,1,1,40,45,Rawst Berry,0,Uncommon
Pinkan Island Woodlands,Abra,63,1,1,1,40,45,Twisted Spoon,0,Uncommon
Pinkan Island Woodlands,Electabuzz,125,1,1,1,40,45,Electirizer,0,Rare
Pinkan Island Woodlands,Elekid,239,1,1,1,40,45,Electirizer,0,Rare
Pinkan Island Woodlands,Exeggcute,102,1,1,1,40,45,,0,Common
Pinkan Island Woodlands,Gastly,92,1,1,1,34,39,,0,Common
Pinkan Island Woodlands,Pikachu,25,1,1,1,40,45,Light Ball,0,Uncommon
Pinkan Island Woodlands,Tropius,357,1,1,1,40,45,Nanab Berry,0,Uncommon
Pinkan Island Woodlands,Venonat,48,1,1,1,40,45,,0,Common
Pinkan Island Woodlands Clearing,Doduo,84,1,1,1,34,39,Sharp Beak,0,Common
Pinkan Island Woodlands Clearing,Electrike,309,1,1,1,33,38,,0,Uncommon
Pinkan Island Woodlands Clearing,Kadabra,64,1,1,1,40,45,Twisted Spoon,0,Uncommon
Pinkan Island Woodlands Clearing,Natu,177,1,1,1,40,45,,0,Common
Pinkan Island Woodlands Clearing,Pancham,674,1,1,1,40,45,,0,Rare
Pinkan Island Woodlands Clearing,Rhyhorn,111,1,1,1,31,36,,0,Uncommon
Pinkan Island Woodlands Clearing,Scyther,123,1,1,1,40,45,Metal Coat,0,Rare
Pinkan Island Woodlands Clearing,Sunkern,191,1,1,1,31,36,Coba Berry,0,Common
Pinkan Island Woodlands East,Caterpie,10,1,1,1,40,45,Pomeg Berry,0,Common
Pinkan Island Woodlands East,Cottonee,546,1,1,1,40,45,,0,Rare
Pinkan Island Woodlands East,Minun,312,1,1,1,40,45,,0,Uncommon
Pinkan Island Woodlands East,Nidoran F,29,1,1,1,40,45,,0,Common
Pinkan Island Woodlands East,Oddish,43,1,1,1,40,45,,0,Common
Pinkan Island Woodlands East,Shroomish,285,1,1,1,40,45,Kebia Berry,0,Uncommon
Pinkan Island Woodlands East,Smeargle,235,1,1,1,40,45,,0,Rare
Pinkan Island Woodlands East,Vulpix,37,1,1,1,40,45,Rawst Berry,0,Uncommon
Pinkan Island Woodlands West,Marill,183,1,1,1,31,36,,0,Uncommon
Pinkan Island Woodlands West,Munchlax,446,1,1,1,40,45,Leftovers,0,Rare
Pinkan Island Woodlands West,Nidoran M,32,1,1,1,40,45,,0,Common
Pinkan Island Woodlands West,Oddish,43,1,1,1,40,45,,0,Common
Pinkan Island Woodlands West,Plusle,311,1,1,1,40,45,,0,Uncommon
Pinkan Island Woodlands West,Tropius,357,1,1,1,40,45,Nanab Berry,0,Uncommon
Pinkan Island Woodlands West,Weedle,13,1,1,1,40,45,Kelpsy Berry,0,Common
Pinkan Island Woodlands West,Zangoose,335,1,1,1,40,45,Quick Claw,0,Rare
Pitch Black Cave,Dugtrio,51,1,1,1,30,32,Soft Sand,0,Common
Pitch Black Cave,Golbat,42,1,1,1,30,32,,0,Common
Pitch Black Cave,Gulpin,316,1,1,1,30,32,Iapapa Berry,0,Uncommon
Pitch Black Cave,Inkay,686,1,1,1,30,32,Twisted Spoon,0,Rare
Pitch Black Cave,Scraggy,559,1,1,1,30,30,,0,Rare
Pitch Black Cave,Stunky,434,1,1,1,30,32,Smoke Ball,0,Uncommon
Pitch Black Cave,Zubat,41,1,1,1,30,32,,0,Common
Pokemon Tower 2F,Cubone,104,1,1,1,30,30,Thick Club,0,Uncommon
Pokemon Tower 2F,Gastly,92,1,1,1,19,19,,0,Common
Pokemon Tower 2F,Haunter,93,1,1,1,19,19,Spell Tag,0,Common
Pokemon Tower 2F,Rattata,19,1,1,1,30,30,,0,Common
Pokemon Tower 2F,Zubat,41,1,1,1,30,30,,0,Common
Pokemon Tower 3F,Cubone,104,1,1,1,30,30,Thick Club,0,Uncommon
Pokemon Tower 3F,Gastly,92,1,1,1,19,19,,0,Common
Pokemon Tower 3F,Haunter,93,1,1,1,19,19,Spell Tag,0,Common
Pokemon Tower 3F,Rattata,19,1,1,1,30,30,,0,Common
Pokemon Tower 3F,Zubat,41,1,1,1,30,30,,0,Common
Pokemon Tower 4F,Cubone,104,1,1,1,30,32,Thick Club,0,Uncommon
Pokemon Tower 4F,Gastly,92,1,1,1,19,19,,0,Common
Pokemon Tower 4F,Haunter,93,1,1,1,19,19,Spell Tag,0,Common
Pokemon Tower 4F,Misdreavus,200,1,1,1,30,32,Spell Tag,1,Uncommon
Pokemon Tower 4F,Raticate,20,1,1,1,30,32,Sitrus Berry,0,Common
Pokemon Tower 4F,Zubat,41,1,1,1,30,32,,0,Common
Pokemon Tower 5F,Cubone,104,1,1,1,30,32,Thick Club,0,Uncommon
Pokemon Tower 5F,Duskull,355,1,1,1,30,32,Kasib Berry,1,Uncommon
Pokemon Tower 5F,Gastly,92,1,1,1,19,19,,0,Common
Pokemon Tower 5F,Golbat,42,1,1,1,30,32,,0,Common
Pokemon Tower 5F,Golett,622,1,1,1,30,32,Light Clay,1,Rare
Pokemon Tower 5F,Haunter,93,1,1,1,19,19,Spell Tag,0,Common
Pokemon Tower 5F,Raticate,20,1,1,1,30,32,Sitrus Berry,0,Common
Pokemon Tower 6F,Cubone,104,1,1,1,30,32,Thick Club,0,Uncommon
Pokemon Tower 6F,Gastly,92,1,1,1,19,19,,0,Common
Pokemon Tower 6F,Golbat,42,1,1,1,30,32,,0,Common
Pokemon Tower 6F,Haunter,93,1,1,1,19,19,Spell Tag,0,Common
Pokemon Tower 6F,Nincada,290,1,1,1,30,32,Soft Sand,1,Rare
Pokemon Tower 6F,Raticate,20,1,1,1,30,32,Sitrus Berry,0,Common
Pokemon Tower 6F,Shuppet,353,1,1,1,25,25,Spell Tag,1,Uncommon
Pokemon Tower 7F,Cubone,104,1,1,1,30,32,Thick Club,0,Uncommon
Pokemon Tower 7F,Gastly,92,1,1,1,19,19,,0,Common
Pokemon Tower 7F,Gengar,94,1,1,1,19,19,Spell Tag,0,Common
Pokemon Tower 7F,Golbat,42,1,1,1,30,32,,0,Common
Pokemon Tower 7F,Haunter,93,1,1,1,19,19,Spell Tag,0,Common
Pokemon Tower 7F,Honedge,679,1,1,1,15,19,Liechi Berry,1,Rare
Pokemon Tower 7F,Marowak,105,1,1,1,30,32,Thick Club,0,Uncommon
Pokemon Tower B1,Gastly,92,1,1,1,23,23,,0,Uncommon
Pokemon Tower B1,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B1,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B10,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B10,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B10,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B11,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B11,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B11,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B12,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B12,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B12,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B13,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B13,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B13,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B14,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B14,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B14,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B15,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B15,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B15,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B16,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B16,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B16,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B17,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B17,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B17,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B18,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B18,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B18,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B19,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B19,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B19,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B19,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B2,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B2,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B2,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B20,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B20,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B20,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B21,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B21,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B21,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B22,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B22,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B22,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B23,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B23,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B23,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B24,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B24,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B24,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B25,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B25,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B25,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B26,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B26,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B26,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B26,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B27,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B27,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B27,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B28,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B28,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B28,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B29,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B29,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B29,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B3,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B3,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B3,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B4,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B4,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B4,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B5,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B5,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B5,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B6,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B6,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B6,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B7,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B7,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B7,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B8,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B8,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B8,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B9,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B9,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B9,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower Underground,Duskull,355,1,1,1,24,25,Kasib Berry,1,Uncommon
Pokemon Tower Underground,Gengar,94,1,1,1,19,19,Spell Tag,1,Common
Pokemon Tower Underground,Golbat,42,1,1,1,24,25,,1,Common
Pokemon Tower Underground,Haunter,93,1,1,1,19,19,Spell Tag,1,Common
Pokemon Tower Underground,Litwick,607,1,1,1,26,27,,1,Rare
Pokemon Tower Underground,Misdreavus,200,1,1,1,24,25,Spell Tag,1,Uncommon
Pokemon Tower Underground,Raticate,20,1,1,1,24,25,Sitrus Berry,1,Common
Pokemon Tower Underground,Spiritomb,442,1,1,1,24,25,,1,Rare
Pola Tai Lagoon,Ekans,23,1,1,1,35,39,,0,Common
Pola Tai Lagoon,Kricketot,401,1,1,1,35,39,,0,Uncommon
Pola Tai Lagoon,Mankey,56,1,1,1,24,28,,0,Common
Pola Tai Lagoon,Meditite,307,1,1,1,24,27,,0,Rare
Pola Tai Lagoon,Pansage,511,1,1,1,35,39,Occa Berry,0,Uncommon
Pola Tai Lagoon,Swablu,333,1,1,1,31,35,,0,Rare
Pola Tai Lagoon,Xatu,178,1,1,1,35,39,,0,Common
Pola Tai Lagoon,Yanma,193,1,1,1,35,39,Wide Lens,0,Uncommon
Polar City,Delibird,225,1,1,1,25,31,,0,Common
Polar City,Glameow,431,1,1,1,25,31,Cheri Berry,0,Uncommon
Polar City,Houndour,228,1,1,1,25,31,Charcoal,0,Rare
Polar City,Sentret,161,1,1,1,25,31,Oran Berry,0,Common
Polar City,Smoochum,238,1,1,1,25,31,Aspear Berry,0,Rare
Polar City,Sneasel,215,1,1,1,25,31,Razor Claw,0,Uncommon
Polar City,Vulpix,37,1,1,1,25,31,Rawst Berry,0,Uncommon
Polar City,Whismur,293,1,1,1,25,31,Chesto Berry,0,Common
Polar City North Gate,Abra,63,1,1,1,25,31,Twisted Spoon,0,Uncommon
Polar City North Gate,Buneary,427,1,1,1,20,22,Chople Berry,0,Uncommon
Polar City North Gate,Elekid,239,1,1,1,15,20,Electirizer,0,Rare
Polar City North Gate,Farfetchd,83,1,1,1,25,31,Stick,0,Uncommon
Polar City North Gate,Loudred,294,1,1,1,25,31,Chesto Berry,0,Common
Polar City North Gate,Magby,240,1,1,1,15,20,Magmarizer,0,Rare
Polar City North Gate,Stantler,234,1,1,1,18,20,,0,Common
Polar City North Gate,Swinub,220,1,1,1,25,27,Aspear Berry,0,Common
Polar Path,Axew,610,1,1,1,20,22,,0,Rare
Polar Path,Beldum,374,1,1,1,20,22,Metal Coat,1,Rare
Polar Path,Clefairy,35,1,1,1,25,27,Moon Stone,0,Common
Polar Path,Growlithe,58,1,1,1,20,22,Rawst Berry,0,Common
Polar Path,Lillipup,506,1,1,1,12,14,,0,Uncommon
Polar Path,Numel,322,1,1,1,25,27,Rawst Berry,0,Uncommon
Polar Path,Spoink,325,1,1,1,25,27,Tanga Berry,0,Uncommon
Polar Path,Swinub,220,1,1,1,25,27,Aspear Berry,0,Common
Power Plant,Electabuzz,125,1,1,1,21,24,Electirizer,0,Rare
Power Plant,Electrike,309,1,1,1,21,24,,1,Uncommon
Power Plant,Electrode,101,1,1,1,21,24,,0,Common
Power Plant,Grimer,88,1,1,1,21,24,Black Sludge,0,Common
Power Plant,Koffing,109,1,1,1,21,22,Smoke Ball,0,Common
Power Plant,Magnemite,81,1,1,1,21,24,Metal Coat,0,Common
Power Plant,Magneton,82,1,1,1,21,24,Magnet,0,Common
Power Plant,Muk,89,0,0,1,21,24,Black Sludge,0,Common
Power Plant,Pikachu,25,1,1,1,21,24,Oran Berry,0,Uncommon
Power Plant,Voltorb,100,1,1,1,21,24,Magnet,0,Common
Power Plant,Weezing,110,1,1,0,21,22,Smoke Ball,0,Common
Ravaged Path,Geodude,74,1,1,1,5,9,Hard Stone,0,Common
Ravaged Path,Psyduck,54,1,1,1,5,9,,0,Common
Ravaged Path,Zubat,41,1,1,1,5,9,,0,Common
Road Of Night,Abra,63,1,1,1,25,30,Twisted Spoon,0,Uncommon
Road Of Night,Ariados,168,1,1,1,25,30,,0,Common
Road Of Night,Beldum,374,1,1,1,15,19,,0,Rare
Road Of Night,Durant,632,1,1,1,15,19,Micle Berry,0,Rare
Road Of Night,Ekans,23,1,1,1,25,30,,0,Common
Road Of Night,Farfetchd,83,1,1,1,25,30,Stick,0,Uncommon
Road Of Night,Gastly,92,1,1,1,15,19,,0,Common
Road Of Night,Slakoth,287,1,1,1,25,30,,0,Uncommon
Rock Tunnel 1,Clefairy,35,1,1,1,15,19,Moon Stone,0,Common
Rock Tunnel 1,Cubone,104,1,1,1,28,29,Thick Club,0,Uncommon
Rock Tunnel 1,Geodude,74,1,1,1,23,23,Hard Stone,0,Common
Rock Tunnel 1,Graveler,75,1,1,1,23,23,Hard Stone,0,Common
Rock Tunnel 1,Kangaskhan,115,1,1,1,28,29,,0,Rare
Rock Tunnel 1,Machop,66,1,1,1,28,29,Payapa Berry,0,Common
Rock Tunnel 1,Raticate,20,1,1,1,28,29,Sitrus Berry,0,Common
Rock Tunnel 1,Zubat,41,1,1,1,28,29,,0,Common
Rock Tunnel 2,Absol,359,1,1,1,28,30,,1,Rare
Rock Tunnel 2,Bronzor,436,1,1,1,28,30,Metal Coat,0,Common
Rock Tunnel 2,Golbat,42,1,1,1,28,30,,0,Common
Rock Tunnel 2,Graveler,75,1,1,1,23,23,Hard Stone,0,Common
Rock Tunnel 2,Marowak,105,1,1,1,28,30,Thick Club,0,Uncommon
Rock Tunnel 2,Onix,95,1,1,1,28,30,Ganlon Berry,0,Common
Rock Tunnel 2,Rhyhorn,111,1,1,1,28,30,,0,Uncommon
Route 1,Furret,162,1,1,1,2,3,Sitrus Berry,0,Common
Route 1,Hoothoot,163,0,0,1,2,3,,0,Common
Route 1,Pidgey,16,1,1,0,2,3,,0,Common
Route 1,Ponyta,77,1,1,1,2,3,,0,Uncommon
Route 1,Rattata,19,1,1,1,2,3,Rattata Hair,0,Common
Route 1,Sentret,161,1,1,0,2,3,Oran Berry,0,Common
Route 1,Shinx,403,1,1,1,2,3,,1,Rare
Route 1,Zubat,41,0,0,1,2,3,,0,Common
Route 10,Dedenne,702,1,1,1,22,25,,1,Rare
Route 10,Elekid,239,1,1,1,22,25,Electirizer,1,Rare
Route 10,Fearow,22,0,0,1,22,25,Sharp Beak,0,Common
Route 10,Machoke,67,1,1,1,22,25,Payapa Berry,0,Common
Route 10,Magnemite,81,1,1,1,22,25,Metal Coat,0,Common
Route 10,Marowak,105,1,1,1,22,25,Thick Club,0,Uncommon
Route 10,Nidoran F,29,0,1,0,22,25,,0,Common
Route 10,Nidoran M,32,1,0,1,22,25,,0,Common
Route 10,Quagsire,195,1,1,0,22,25,,0,Common
Route 10,Raticate,20,1,1,0,22,25,Oran Berry,0,Common
Route 10,Spearow,21,1,1,0,22,25,Sharp Beak,0,Common
Route 10,Venomoth,49,0,0,1,22,25,Silver Powder,0,Common
Route 10,Voltorb,100,1,1,1,22,25,Magnet,0,Common
Route 10,Zubat,41,0,0,1,22,25,,0,Common
Route 101,Poochyena,261,1,1,1,2,4,Pecha Berry,0,Common
Route 101,Sewaddle,540,1,0,0,2,4,,0,Rare
Route 101,Wurmple,265,1,1,1,2,4,,0,Common
Route 101,Zigzagoon,263,1,1,1,2,4,Oran Berry,0,Common
Route 102,Lotad,270,1,1,0,2,4,,0,Uncommon
Route 102,Poochyena,261,1,1,1,2,4,Pecha Berry,0,Common
Route 102,Ralts,280,1,1,1,5,7,Twisted Spoon,0,Rare
Route 102,Seedot,273,1,1,1,2,4,,0,Common
Route 102,Surskit,283,1,1,1,2,4,,0,Uncommon
Route 102,Wurmple,265,1,1,1,2,4,,0,Common
Route 102,Zigzagoon,263,1,1,1,2,4,Oran Berry,0,Common
Route 103,Chatot,441,1,1,1,2,4,,0,Rare
Route 103,Fearow,22,1,1,1,2,4,,0,Common
Route 103,Poochyena,261,1,1,1,2,4,Pecha Berry,0,Common
Route 103,Wingull,278,1,1,1,2,4,,0,Common
Route 104,Deerling,585,1,1,1,4,6,,0,Rare
Route 104,Marill,183,1,1,1,4,6,,0,Uncommon
Route 104,Poochyena,261,0,0,1,4,6,Pecha Berry,0,Common
Route 104,Psyduck,54,1,1,1,4,6,,0,Common
Route 104,Sewaddle,540,1,0,0,4,6,,0,Rare
Route 104,Taillow,276,1,1,0,4,6,Sitrus Berry,0,Common
Route 104,Wingull,278,1,1,1,4,6,,0,Common
Route 104,Wurmple,265,1,1,0,4,6,,0,Common
Route 109,Krabby,98,1,1,1,9,13,,0,Common
Route 109,Wingull,278,1,1,1,9,13,,0,Common
Route 11,Drowzee,96,1,0,1,25,26,,0,Common
Route 11,Ekans,23,0,0,1,25,26,,0,Common
Route 11,Hypno,97,1,0,1,25,26,,0,Common
Route 11,Magnemite,81,1,1,1,25,26,Metal Coat,0,Common
Route 11,Meowth,52,0,1,0,25,26,,0,Common
Route 11,Pidgeotto,17,0,1,0,25,26,,0,Common
Route 11,Pidgey,16,1,1,0,25,26,,0,Common
Route 11,Rattata,19,0,1,0,25,26,Oran Berry,0,Common
Route 11,Sandshrew,27,0,0,1,25,26,,0,Common
Route 11,Snorlax,143,1,1,0,25,26,,1,Rare
Route 11,Spearow,21,1,0,0,25,26,Sharp Beak,0,Common
Route 110,Electrike,309,1,1,1,16,19,,0,Uncommon
Route 110,Gulpin,316,1,1,1,12,15,Big Pearl,0,Uncommon
Route 110,Minun,312,1,1,1,6,12,,0,Rare
Route 110,Oddish,43,0,0,1,12,15,,0,Common
Route 110,Plusle,311,1,1,1,12,15,,0,Rare
Route 110,Trubbish,568,1,1,1,12,15,,1,Rare
Route 110,Voltorb,100,1,1,1,12,15,,0,Common
Route 110,Wingull,278,1,1,1,12,15,,0,Common
Route 110,Zigzagoon,263,0,1,0,12,15,Oran Berry,0,Common
Route 111 Desert,Baltoy,343,1,1,1,20,24,,0,Uncommon
Route 111 Desert,Cacnea,331,1,1,1,20,24,Sticky Barb,0,Common
Route 111 Desert,Cacturne,332,1,1,1,20,24,Sticky Barb,0,Common
Route 111 Desert,Diglett,50,1,1,1,20,24,,0,Common
Route 111 Desert,Maractus,556,1,1,1,20,24,Miracle Seed,0,Rare
Route 111 Desert,Nosepass,299,1,1,1,20,24,Magnet,0,Uncommon
Route 111 Desert,Sandile,551,1,1,1,20,24,Black Glasses,1,Rare
Route 111 Desert,Sandshrew,27,1,1,1,20,24,,0,Common
Route 111 Desert,Trapinch,328,1,1,1,25,29,Dragon Fang,0,Rare
Route 112,Machoke,67,1,1,1,19,23,Black Belt,0,Common
Route 112,Machop,66,1,1,1,19,23,Payapa Berry,0,Common
Route 112,Mankey,56,1,1,1,19,23,,0,Common
Route 112,Numel,322,1,1,1,19,23,Rawst Berry,0,Uncommon
Route 112,Ponyta,77,1,1,1,19,23,,0,Uncommon
Route 112,Sawk,539,1,1,1,19,23,Black Belt,1,Rare
Route 112,Throh,538,1,1,1,19,23,Black Belt,1,Rare
Route 112,Torkoal,324,1,1,1,19,23,Heat Rock,0,Uncommon
Route 112,Tyrogue,236,1,1,1,19,23,,0,Rare
Route 113,Bouffalant,626,1,1,1,19,23,,0,Rare
Route 113,Bronzor,436,1,1,1,19,23,Metal Coat,0,Common
Route 113,Magcargo,219,1,1,1,19,23,,0,Common
Route 113,Sandshrew,27,1,1,1,19,23,Quick Claw,0,Common
Route 113,Sandslash,28,1,1,1,19,23,Soft Sand,0,Common
Route 113,Skarmory,227,1,1,1,24,26,Sharp Beak,0,Rare
Route 113,Slugma,218,1,1,1,19,23,,0,Common
Route 113,Spinda,327,1,1,1,19,23,Chesto Berry,0,Uncommon
Route 114,Lombre,271,1,1,0,20,24,Mental Herb,0,Common
Route 114,Lotad,270,1,1,0,20,24,Mental Herb,0,Common
Route 114,Nuzleaf,274,0,0,1,20,24,Power Herb,0,Common
Route 114,Seedot,273,0,0,1,20,24,Power Herb,0,Common
